Camp ID,Name,start_date,end_date,Category,reach,budget
341,TARGUSinfo Unica CPG,9/28/2009,10/4/2009,Marketing,36.6,3451
342,HP University CPG,9/28/2009,10/26/2009,Technology,36.6,10637
343,CA Unified CPG,9/28/2009,1/4/2010,Technology,36.6,33849
344,ManageEngine University CPG,9/28/2009,8/15/2010,Technology,36.6,5170
345,TriGeo Unified CPG,9/28/2009,9/27/2010,Technology,34.7,10660
346,Amacai UnicaQ4 CPG,9/28/2009,9/27/2010,Marketing,51.6,3130
347,IBM US CPG,10/2/2009,12/26/2009,Technology,36.6,8643
348,Exostar UNICA CPG,10/2/2009,3/26/2010,Technology,36.6,2611
349,ExactTarget Undstructured CPG,10/4/2009,12/3/2009,Marketing,36.6,3955
350,MGTG Unfiltered CPG,10/4/2009,10/4/2010,Technology,31.6,25359
351,NetApp UK-Tech80811 CPG,10/8/2009,11/6/2009,Technology,36.6,4965
352,PacketMotion Ultimate CPG,10/8/2009,8/15/2010,Technology,36.6,6141
353,CA UKNov-Jan12 CPG,10/9/2009,4/1/2010,Technology,36.6,13148
354,VeriSign UKLMIQ42011 CPG,10/10/2009,12/31/2010,Technology,56.6,20378
355,SAP UK-DummiesiXBRL CPG,10/11/2009,10/24/2009,Technology,36.6,15944
356,Data UK80811 CPG,10/11/2009,10/11/2010,Technology,39,10357
357,Fortify UK63009 CPG,10/11/2009,11/24/2012,Technology,26.1,10874
358,Breakout UK52610 CPG,10/12/2009,11/2/2009,Marketing,36.6,2231
359,Adobe UK42109 CPG,10/12/2009,1/4/2010,Technology,36.6,28558
360,Veracode UK31910 CPG,10/12/2009,3/26/2010,Technology,36.6,3542
361,hp UK2012 CPG,10/15/2009,10/26/2009,Technology,36.6,6297
362,Dell UK2012 CPG,10/15/2009,1/26/2010,Technology,36.6,8489
363,LeadLife UK2013 CPG,10/15/2009,10/15/2010,Marketing,52.6,2747
364,Lyris UK_Q4 CPG,10/16/2009,11/12/2009,Marketing,36.6,4052
365,Vision UK CPG,10/16/2009,12/12/2009,Technology,36.6,2439
366,Riverbed UK&Germany71510 CPG,10/16/2009,12/26/2009,Technology,36.6,4318
367,Syberworks UK_DWA111109 CPG,10/16/2009,3/26/2010,Technology,36.6,15110
368,Citrix UK2011 CPG,10/16/2009,12/31/2010,Technology,26.3,10029
369,Citrix UK10511 CPG,10/16/2009,12/31/2010,Marketing,36.6,5020
370,Sterling UK CPG,10/17/2009,10/17/2010,Technology,18.5,5345
371,Microsoft UK CPG,10/19/2009,2/23/2010,Technology,36.6,7918
372,Microsoft UK CPG,10/19/2009,2/23/2010,Technology,36.6,9336
373,Microsoft UK CPG,10/19/2009,2/23/2010,Technology,36.6,8207
374,Quova UK CPG,10/22/2009,2/27/2010,Marketing,36.6,3693
375,CheckPoint UK CPG,10/22/2009,3/27/2011,Technology,0,5950
376,CA UK CPG,10/23/2009,12/26/2009,Technology,36.6,15659
377,HP UK CPG,10/23/2009,1/3/2010,Technology,36.6,18414
378,GDCM UK CPG,10/23/2009,1/7/2010,Technology,36.6,5951
379,CA UK CPG,10/23/2009,1/25/2010,Technology,36.6,15291
380,igroup UK CPG,10/23/2009,10/23/2010,Technology,77.3,1808
381,Oracle UK CPG,10/26/2009,12/13/2009,Technology,36.6,5378
382,DCM UK CPG,10/26/2009,10/24/2011,Business/Finance,74,50642
383,Proofpoint UK CPG,10/31/2009,11/25/2009,Technology,36.6,5385
384,SiteSpect UK CPG,10/31/2009,10/31/2010,Marketing,47.1,2701
385,Intermedia UK CPG,11/5/2009,11/30/2009,Technology,36.6,2244
386,Fitiri UK CPG,11/6/2009,11/21/2009,Technology,36.6,175502
387,Lyris UK CPG,11/6/2009,11/6/2010,Marketing,57.7,2650
388,Northern UK CPG,11/6/2009,11/6/2010,Marketing,11.3,2584
389,ActOn UK CPG,11/7/2009,12/28/2009,Marketing,36.6,3876
390,IBM UK CPG,11/8/2009,12/26/2009,Technology,36.6,9417
391,IBM UK CPG,11/8/2009,1/29/2010,Technology,36.6,16600
392,Sprint UK CPG,11/9/2009,12/26/2009,Technology,36.6,12018
393,Sterling UK CPG,11/12/2009,12/31/2009,Technology,36.6,483
394,Juniper UK CPG,11/13/2009,12/31/2009,Technology,36.6,516
395,Trend UK CPG,11/13/2009,3/28/2011,Technology,0,6131
396,YouSendIt UK CPG,11/14/2009,12/26/2009,Technology,36.6,844
397,YouSendIt UK CPG,11/14/2009,12/26/2009,Marketing,36.6,1010
398,Genius UK CPG,11/15/2009,11/15/2010,Marketing,7.7,2584
399,F5 UK CPG,11/15/2009,11/15/2010,Technology,31.1,30128
400,HP UCS CPG,11/16/2009,8/14/2010,Technology,36.6,8600
401,Proofpoint UK CPG,11/19/2009,12/24/2009,Technology,36.6,4878
402,NTR UCC CPG,11/19/2009,11/19/2010,Technology,69.1,4887
403,Lantronix TW CPG,11/20/2009,12/31/2009,Technology,36.6,1575
404,NetCom U42108 CPG,11/20/2009,11/20/2010,Technology,89,1162
405,Citrix TurnaroundMay-July2012 CPG,11/21/2009,2/23/2010,Technology,36.6,28684
406,Oco TurnaroundMarch2012 CPG,11/26/2009,11/26/2010,Technology,20.6,1618
407,Ensight TurnaroundITwhitepapersJune2012 CPG,11/28/2009,12/26/2010,Marketing,12,455
408,CareerSaver TurnaroundContentReelNovember12-October13 CPG,11/29/2009,5/5/2010,Technology,36.6,75407
409,VoIP TurnaroundContentReelNovember12-October13 CPG,11/30/2009,1/25/2010,Technology,36.6,6797
410,LockLizard TurnaroundApril2012 CPG,12/3/2009,12/3/2010,Technology,89.1,7686
411,Intermedia Turna CPG,12/4/2009,12/4/2010,Technology,21.9,2890
412,LogLogic TSGUK500-999 CPG,12/5/2009,1/28/2010,Technology,36.6,3086
413,PitneyBowes TSGUK1000+ CPG,12/6/2009,,Marketing,33,602
414,CA TSGMolly CPG,12/6/2009,6/25/2010,Technology,36.6,15761
415,RedBend TSGIT500-999 CPG,12/7/2009,12/7/2010,Technology,89,2296
416,Vocus TSGFR500-999 CPG,12/11/2009,1/10/2010,Marketing,36.6,2625
417,Evergreen TSGCIBladesTechLeadership CPG,12/11/2009,12/11/2010,Technology,69.9,5840
418,NetApp TSG1000+ CPG,12/12/2009,1/18/2010,Technology,36.6,2273
419,NewField TSG1000+ CPG,12/17/2009,12/17/2010,Technology,25.3,1867
420,Proofpoint TSG CPG,12/24/2009,1/25/2010,Technology,36.6,5825
421,NetApp TSG1000+ CPG,12/24/2009,2/7/2010,Technology,36.6,3966
422,AcquireWeb Troy CPG,12/25/2009,3/26/2013,Marketing,5.8,1512
423,Entrust UniversityCONV CPG,12/27/2009,1/2/2010,Technology,36.6,10717
424,Vision Tridion CPG,12/27/2009,1/30/2010,Technology,36.6,3976
425,Stratus TSPUK500-999 CPG,12/27/2009,2/24/2010,Technology,36.6,15043
426,Neolane Tridion CPG,12/27/2009,2/25/2010,Marketing,36.6,3237
427,Qualys TSGES500-999 CPG,12/27/2009,3/26/2010,Technology,36.6,15289
428,sophos TrustZonePaper CPG,12/27/2009,3/26/2010,Technology,36.6,21225
429,IBM TrustSeal CPG,12/27/2009,3/26/2010,Technology,36.6,12249
430,Entrust Trust CPG,12/27/2009,12/26/2010,Technology,24.7,6568
431,NetApp Trials2012 CPG,12/31/2009,1/18/2010,Technology,36.6,4144
432,ThePlanet Trial_Q1 CPG,12/31/2009,2/6/2010,Technology,36.6,31047
433,HP -Trial41211 CPG,12/31/2009,4/25/2013,Technology,31.6,7070
434,IAGGHR YourBusiness CPG,12/31/2009,11/25/2013,Technology,27.6,401
435,IBM Trial CPG,1/2/2010,3/26/2010,Technology,36.6,16767
436,PhoneFactor trial CPG,1/2/2010,1/2/2011,Technology,98.8,5671
437,NetApp Trial CPG,1/3/2010,1/18/2010,Technology,36.6,3150
438,NetApp Trial CPG,1/3/2010,1/18/2010,Technology,36.6,2681
439,ChoiceStream Trial CPG,1/3/2010,2/6/2010,Marketing,36.6,5243
440,NetApp Trial CPG,1/3/2010,2/14/2010,Technology,36.6,3178
441,Test Trial CPG,1/3/2010,12/3/2010,Technology,98.8,833
442,Unitek Trial CPG,1/3/2010,1/28/2011,Technology,0,2099
443,IBM TrendsOnlineCollaboration CPG,1/4/2010,3/26/2010,Technology,36.6,6685
444,F5 Trend CPG,1/4/2010,12/26/2010,Technology,98.8,728
445,Melissa Tree13 CPG,1/7/2010,1/7/2011,Technology,95,3595
446,Melissa Transition CPG,1/7/2010,1/7/2011,Marketing,95,3086
447,newScale Training CPG,1/8/2010,1/23/2010,Technology,36.6,8608
448,Perforce Training CPG,1/8/2010,1/28/2010,Technology,36.6,2286
449,Aldon TrainingFuturesTradersGuide CPG,1/8/2010,3/26/2010,Technology,36.6,8243
450,IBM Transistor(hearst) CPG,1/8/2010,4/8/2010,Technology,36.6,18311
451,Mimosa Tracking CPG,1/9/2010,5/27/2010,Technology,36.6,8158
452,Information Trader CPG,1/9/2010,1/8/2011,Technology,68.9,3512
453,Data toWebinarAttendanceandMaximizeConversion CPG,1/9/2010,1/9/2011,Technology,24.9,20171
454,Sunbelt toWeb CPG,1/10/2010,2/23/2010,Technology,36.6,2016
455,Dell toNewCustomers CPG,1/11/2010,2/4/2010,Technology,36.6,4416
456,Vocus toResource CPG,1/11/2010,2/6/2010,Marketing,36.6,12948
457,LeftHand Tools CPG,1/11/2010,3/26/2010,Technology,36.6,2286
458,Dell toLeveragingResearchandIndustryExperiencetoAchieveBest CPG,1/11/2010,1/10/2011,Technology,32.8,3219
459,Burton Trial_Q1_2013 CPG,1/15/2010,1/23/2010,Technology,36.6,15475
460,Legiant toEvolution:AudienceBasedMarketing-NowandMoving CPG,1/15/2010,3/26/2010,Technology,36.6,5315
461,IBM TOAD CPG,1/16/2010,3/26/2010,Technology,36.6,10450
462,BMC TLIDC113011 CPG,1/16/2010,3/26/2010,Technology,36.6,13554
463,Verisign TL CPG,1/16/2010,3/26/2010,Technology,36.6,16572
464,ThreatMetrix to CPG,1/16/2010,4/1/2010,Marketing,36.6,4094
465,LeapFrog toBusinessBenefitsfromCustomerFeedback CPG,1/16/2010,5/24/2010,Marketing,36.6,2145
466,ThreatMetrix To CPG,1/16/2010,3/20/2011,Technology,0,3878
467,SAP TM CPG,1/16/2010,12/10/2011,Technology,48.2,930
468,Blue TL CPG,1/17/2010,2/25/2010,Technology,36.6,6406
469,Art TL CPG,1/17/2010,1/17/2011,Marketing,8.5,725
470,Proofpoint TL CPG,1/21/2010,2/22/2010,Technology,36.6,4636
471,IBM TivoliManager CPG,1/21/2010,3/26/2010,Technology,36.6,14598
472,FTI Time CPG,1/21/2010,3/26/2010,Technology,36.6,5693
473,SonicWall title CPG,1/22/2010,3/29/2010,Technology,36.6,20345
474,Genesys Tivoli CPG,1/23/2010,1/22/2011,Technology,0,2484
475,Z title CPG,1/23/2010,1/23/2011,Technology,0,3474
476,Alvarion TipsPrepareYourWebsitefortheHolidays CPG,1/24/2010,3/25/2010,Technology,36.6,1303
477,ThreatMetrix Tippit11509 CPG,1/25/2010,3/28/2011,Technology,0,4501
478,Cisco TipsEmail CPG,1/28/2010,2/22/2010,Technology,36.6,10830
479,SubscriberMail TipsCreatingaMoreEffectiveCopyrightPolicy CPG,1/28/2010,1/24/2011,Marketing,0,1919
480,Oce Tippit CPG,1/28/2010,1/28/2011,Technology,0,4818
481,Perforce Tippit CPG,1/29/2010,4/14/2010,Technology,36.6,3127
482,ThinData Time CPG,1/29/2010,5/15/2010,Marketing,36.6,2660
483,Infoblox TimeAttendance CPG,1/29/2010,1/29/2011,Technology,0,5070
484,BrightCove UK CPG,1/30/2010,1/30/2010,Technology,36.6,4827
485,BrightCove UK CPG,1/30/2010,1/30/2010,Marketing,36.6,6381
486,QuinStreet Time CPG,1/31/2010,4/18/2010,Technology,36.6,18322
487,BrightCove Time CPG,1/31/2010,4/25/2010,Technology,36.6,1358
488,BrightCove Time CPG,1/31/2010,6/25/2010,Marketing,36.6,7803
489,Vircom Time CPG,1/31/2010,1/31/2011,Technology,0,4646
490,CA Time CPG,2/4/2010,3/28/2010,Technology,36.6,39575
491,Hitachi Time CPG,2/4/2010,2/4/2011,Technology,0,9944
492,Pentek Time CPG,2/5/2010,2/5/2010,Technology,36.6,204
493,SkillSoft Time CPG,2/5/2010,4/27/2010,Human Resources,36.6,27131
494,TDI Time CPG,2/5/2010,5/8/2010,Technology,36.6,508
495,Pentek Time CPG,2/5/2010,7/11/2010,Technology,36.6,252
496,electronics Time CPG,2/5/2010,10/5/2010,Marketing,1.9,1078
497,SkillSoft Time CPG,2/7/2010,6/10/2010,Technology,36.6,14274
498,Vision Time CPG,2/7/2010,2/7/2011,Technology,0,3294
499,Safari Time CPG,2/7/2010,3/12/2011,Technology,0,10151
500,PassLogix Time CPG,2/8/2010,6/8/2010,Technology,36.6,2867
501,Juniper Time CPG,2/8/2010,7/1/2010,Technology,36.6,3319
502,newScale Time CPG,2/12/2010,3/26/2010,Technology,36.6,9103
503,Passlogix Time CPG,2/12/2010,2/12/2011,Technology,0,4462
504,HP Time CPG,2/13/2010,2/13/2010,Technology,36.6,170
505,InMage Time CPG,2/13/2010,3/13/2010,Technology,36.6,629
506,IBM Time CPG,2/13/2010,3/26/2010,Technology,36.6,15786
507,Mimecast Time CPG,2/13/2010,3/26/2010,Technology,36.6,5299
508,MicroAgility Time CPG,2/13/2010,4/10/2010,Technology,36.6,714
509,VMware Time CPG,2/15/2010,2/14/2011,Technology,0,13058
510,Proofpoint Time CPG,2/18/2010,3/26/2010,Technology,36.6,5066
511,ASG Time CPG,2/18/2010,12/26/2010,Technology,36.6,3636
512,HP Trial2012 CPG,2/19/2010,2/28/2010,Government,36.6,27025
513,Microsoft Time CPG,2/20/2010,6/25/2010,Technology,36.6,17934
514,Epicor Time CPG,2/20/2010,2/21/2011,Technology,0,2776
515,Raritan Time CPG,2/21/2010,6/25/2010,Technology,36.6,4387
516,CrossTec Time CPG,2/21/2010,2/21/2011,Technology,0,4205
517,Arkadin Time CPG,2/22/2010,2/21/2011,Marketing,0,3240
518,adobe Time CPG,2/22/2010,2/21/2011,Marketing,0,14046
519,Intuit Time CPG,2/25/2010,2/25/2011,Technology,0,4682
520,Neolane Time CPG,2/25/2010,2/25/2011,Marketing,0,3669
521,Point Time CPG,2/25/2010,2/25/2011,Marketing,0,1875
522,Stratus Time CPG,2/25/2010,12/26/2014,Technology,11.6,907
523,Riverbed Time CPG,2/26/2010,3/12/2010,Technology,36.6,967
524,ArcSight Time CPG,2/26/2010,2/26/2011,Technology,0,5989
525,Thawte ThreeApproach CPG,2/27/2010,3/26/2010,Technology,36.6,10718
526,IBM time CPG,2/27/2010,4/8/2010,Technology,36.6,8111
527,Bit9 Thunder CPG,2/27/2010,7/26/2010,Technology,36.6,12508
528,Entrust Time CPG,2/27/2010,2/27/2011,Technology,0,3814
529,Deacom ThreeApproach CPG,2/28/2010,4/7/2010,Technology,36.6,1906
530,Microtune Threats CPG,2/28/2010,2/28/2011,Technology,0,1823
531,IPC ThingsLookforinaChemicalAnalysisExpertWitness CPG,3/1/2010,3/5/2010,Technology,36.6,24906
532,Perforce Thin CPG,3/4/2010,3/26/2010,Technology,36.6,951
533,TDI theofUtilityComputingforGovernment CPG,3/6/2010,5/6/2010,Technology,36.6,812
534,Pentek theReportingProcess: CPG,3/6/2010,8/6/2010,Technology,3.9,1039
535,Numonyx theRatio CPG,3/6/2010,8/6/2010,Technology,1.5,1029
536,Rohm theofPlan CPG,3/6/2010,8/6/2010,Technology,1.5,240
537,Emerson THEMANAGINGPARTSSHORTAGESINSIDETHEEXECUTIONWINDOW CPG,3/6/2010,8/6/2010,Technology,1.5,705
538,Eaton theHighwayofEnterpriseSoftwareAdoption CPG,3/6/2010,3/6/2011,Technology,0,1085
539,Thawte theforGrowth CPG,3/7/2010,,Technology,79.8,15079
540,OptimusBT THECLOUD CPG,3/7/2010,3/7/2011,Technology,0,1777
541,Red thecaseforcustomerself-servicesoftware CPG,3/8/2010,3/7/2011,Technology,0,1625
542,Targus TheAchieveTheGoal CPG,3/8/2010,3/7/2011,Technology,0,2541
543,MGMA the92811 CPG,3/11/2010,6/25/2010,Marketing,36.6,4532
544,Thawte Thawte CPG,3/12/2010,3/26/2010,Technology,36.6,1634
545,IBM Text CPG,3/12/2010,3/26/2010,Technology,36.6,4304
546,NetApp TextLeads72109 CPG,3/12/2010,4/19/2010,Technology,36.6,9887
547,Lumension Text72109 CPG,3/12/2010,5/9/2010,Technology,36.6,12758
548,Intuit testtttttt CPG,3/14/2010,4/4/2010,Marketing,36.6,4758
549,DataDirect Text CPG,3/14/2010,4/16/2010,Technology,36.6,828
550,DataDirect Text CPG,3/14/2010,4/16/2010,Technology,36.6,1107
551,Intuit testingsad CPG,3/14/2010,3/14/2011,Technology,0,7642
552,InfoTech testingrbugs CPG,3/14/2010,3/14/2011,Technology,0,4639
553,Voltage testing050312 CPG,3/15/2010,,Technology,22.1,919
554,Qualys testingbugs2 CPG,3/15/2010,7/26/2010,Technology,36.6,15320
555,Burst Testing CPG,3/18/2010,4/5/2010,Marketing,36.6,5503
556,Jellyvision Testing CPG,3/18/2010,5/15/2010,Marketing,36.6,3477
557,VeriSign testing CPG,3/18/2010,6/30/2010,Technology,36.6,4739
558,Cisco Testing CPG,3/19/2010,3/19/2011,Technology,0,10108
559,HP Testing CPG,3/20/2010,5/26/2010,Technology,36.6,41012
560,SilverPop testing CPG,3/20/2010,6/18/2010,Marketing,36.6,30102
561,SilverPop testing CPG,3/20/2010,7/26/2010,Marketing,36.6,30293
562,Powered TEST CPG,3/21/2010,3/27/2010,Marketing,36.6,5012
563,Diskeeper TEST CPG,3/21/2010,4/5/2010,Technology,36.6,1717
564,SAGE TEST CPG,3/21/2010,5/27/2010,Technology,36.6,3942
565,Diskeeper Test1 CPG,3/21/2010,6/10/2010,Technology,36.6,1521
566,Brocade TestGen(April) CPG,3/21/2010,7/25/2010,Technology,36.6,6663
567,VoIP TestGen CPG,3/21/2010,3/21/2011,Technology,0,5679
568,VoIP Test13 CPG,3/21/2010,3/21/2011,Technology,0,3411
569,DataDirect TEST CPG,3/21/2010,3/21/2011,Technology,0,4555
570,TVAR TEST CPG,3/22/2010,3/21/2011,Technology,0,1406
571,TVAR TEST CPG,3/22/2010,3/21/2011,Technology,0,1428
572,iSpeakVideo Test CPG,3/25/2010,3/25/2011,Marketing,0,1456
573,Business Test CPG,3/25/2010,3/28/2011,Technology,0,2292
574,Concentric Test CPG,3/26/2010,4/25/2010,Technology,36.6,3565
575,IBM test CPG,3/26/2010,6/25/2010,Technology,36.6,12609
576,APC Test CPG,3/26/2010,7/2/2010,Technology,36.6,10411
577,SPSS Test CPG,3/26/2010,8/7/2010,Technology,36.6,21146
578,SPSS Test CPG,3/26/2010,3/26/2011,Marketing,0,36649
579,Ixia test CPG,3/26/2010,3/26/2011,Technology,0,2760
580,Planadviser SAP CPG,3/27/2010,,Business/Finance,26.6,878
581,APC Time CPG,3/27/2010,3/28/2010,Technology,36.6,10418
582,IBM test CPG,3/27/2010,6/25/2010,Technology,36.6,21503
583,Sophos Test CPG,3/27/2010,6/25/2010,Technology,36.6,14475
584,Epicor TEST CPG,3/27/2010,3/27/2011,Technology,0,5655
585,Bronto Thethreat CPG,3/27/2010,5/28/2011,Marketing,24.7,6723
586,Business test CPG,3/28/2010,3/28/2011,Technology,0,2184
587,Sentigo test CPG,3/28/2010,3/28/2011,Technology,0,1477
588,Eyeblaster test CPG,3/28/2010,3/28/2011,Marketing,0,2923
589,FireEye Test CPG,3/28/2010,3/28/2011,Technology,0,6313
590,WebEx TEST CPG,3/29/2010,5/30/2010,Technology,36.6,5944
591,WebEx TEST CPG,3/29/2010,6/6/2010,Marketing,36.6,5536
592,Mentor test CPG,3/29/2010,7/16/2010,Technology,36.6,5647
593,Avenue Test CPG,4/1/2010,5/6/2010,Marketing,36.6,973
594,Hawthorne test CPG,4/1/2010,5/10/2010,Marketing,36.6,2783
595,Avenue Test CPG,4/1/2010,3/31/2012,Marketing,87,2127
596,Sentrigo Test CPG,4/2/2010,4/24/2010,Technology,36.6,1137
597,Sentrigo test CPG,4/2/2010,6/20/2010,Technology,36.6,666
598,VeriSign TEST CPG,4/2/2010,7/4/2011,Technology,62.6,4190
599,VMware test CPG,4/3/2010,4/25/2010,Technology,36.6,11520
600,SAP Test CPG,4/3/2010,5/30/2010,Technology,36.6,13037
601,Sage test CPG,4/4/2010,5/27/2010,Technology,36.6,1279
602,nCircle test CPG,4/4/2010,7/26/2010,Technology,36.6,6018
603,Lotame test CPG,4/5/2010,4/4/2011,Marketing,30.7,2055
604,Pillar test CPG,4/8/2010,4/8/2011,Technology,7.3,5912
605,QuinStreet test CPG,4/9/2010,5/26/2010,Technology,36.6,4666
606,QuinStreet test CPG,4/9/2010,5/26/2010,Technology,36.6,4751
607,Verisign test CPG,4/9/2010,7/9/2010,Technology,36.6,8163
608,Tideway Test CPG,4/9/2010,4/9/2011,Technology,6.8,4215
609,Lane tEST CPG,4/9/2010,4/9/2011,Technology,23.6,4552
610,Microtune test CPG,4/9/2010,4/9/2011,Technology,92.3,1311
611,VeriSign test CPG,4/10/2010,6/10/2010,Technology,36.6,2734
612,Tidal Test CPG,4/11/2010,4/11/2011,Technology,29.6,8954
613,Sourceforge Test CPG,4/12/2010,5/10/2010,Technology,36.6,2648
614,IBM TEST CPG,4/12/2010,6/25/2010,Technology,36.6,10156
615,IBM Test CPG,4/16/2010,6/25/2010,Technology,36.6,15317
616,IBM test CPG,4/16/2010,6/25/2010,Technology,36.6,13570
617,F5 Test CPG,4/16/2010,6/25/2010,Technology,36.6,15210
618,ideaLaunch Test CPG,4/16/2010,9/25/2010,Marketing,55.4,2028
619,NetApp test CPG,4/16/2010,4/16/2011,Technology,1.8,4300
620,eMedia Terra CPG,4/18/2010,5/27/2010,Marketing,36.6,2419
621,Mimecast Test CPG,4/18/2010,6/3/2010,Technology,36.6,8113
622,Catapult test CPG,4/18/2010,5/8/2011,Technology,9.4,1502
623,Catapult Test CPG,4/18/2010,5/8/2011,Marketing,10.6,1605
624,Md7 Term CPG,4/19/2010,6/25/2010,Technology,36.6,1977
625,Zmags Temaplte CPG,4/22/2010,6/26/2010,Marketing,36.6,4066
626,DATAbuddy Telemarketing CPG,4/22/2010,7/3/2010,Marketing,36.6,1512
627,SourceForge Telelogic70609 CPG,4/23/2010,5/23/2010,Technology,36.6,2247
628,FARO TelelogicLeads72309 CPG,4/23/2010,4/23/2011,Technology,92.1,1710
629,Pardot Telelogic31709 CPG,4/24/2010,6/10/2010,Marketing,36.6,3281
630,Thawte Telecommunications72709 CPG,4/24/2010,7/26/2010,Technology,36.6,10559
631,Trend Telecommunications41409 CPG,4/24/2010,4/24/2011,Technology,18.9,4165
632,Thales TechTarget CPG,4/25/2010,,Technology,47.2,530
633,Sentrigo Telco CPG,4/25/2010,6/20/2010,Technology,36.6,577
634,SRS Telecom-DWA CPG,4/25/2010,4/25/2011,Technology,65.9,1506
635,Concentric TechTarget CPG,4/25/2010,4/25/2011,Technology,46.6,2770
636,Engine Telco CPG,4/25/2010,7/25/2011,Marketing,5.2,2147
637,MessageLabs Time CPG,4/26/2010,6/26/2010,Technology,36.6,3946
638,SkillSoft Tech-Q22012 CPG,4/26/2010,7/26/2010,Human Resources,36.6,26534
639,Openwave TelecomLeads CPG,4/26/2010,8/26/2010,Technology,87.7,2331
640,Lumension TechSurvey CPG,4/26/2010,4/26/2011,Technology,0.5,1637
641,Arkadin TechTarget CPG,4/26/2010,4/28/2011,Marketing,32.7,3274
642,MovinCool TechRecruitment CPG,4/26/2010,5/2/2011,Technology,92.1,2425
643,Motorola TechWeb CPG,4/26/2010,5/23/2011,Manufacturing,91.5,2501
644,EMC TechPilotQ3 CPG,4/29/2010,4/29/2011,Marketing,49.3,5436
645,IBM TechOnlineUndergrad CPG,4/29/2010,4/29/2011,Technology,13.1,14435
646,Ping TechOnlineMSIT CPG,4/29/2010,4/29/2011,Technology,18.4,5982
647,Ping TechOnlineMSIT CPG,4/30/2010,4/30/2011,Technology,16.9,4009
648,Vision TechOnlineMBA CPG,4/30/2010,4/30/2011,Technology,34.5,932
649,Fonality TechOnlineMBA CPG,4/30/2010,4/30/2011,Technology,20.6,2135
650,SafeData TechnologyLeads12209 CPG,4/30/2010,4/30/2011,Technology,4.8,5486
651,TeaLeaf Technology81911 CPG,4/30/2010,4/30/2011,Marketing,100,26833
652,"Polycom Technology8,2012 CPG",5/1/2010,6/30/2010,Technology,36.6,3048
653,SAP Technology6th CPG,5/2/2010,5/30/2010,Technology,36.6,7071
654,PermissionTV Technology6th CPG,5/2/2010,7/25/2010,Marketing,36.6,3585
655,Verisign Technology5th CPG,5/3/2010,5/2/2011,Technology,6.7,1590
656,SAGE Technology30th CPG,5/6/2010,5/27/2010,Technology,36.6,2175
657,dna13 Technology27th CPG,5/6/2010,6/17/2010,Marketing,36.6,1549
658,"OptimusBT Technology27th,2013 CPG",5/6/2010,7/29/2010,Technology,36.6,591
659,Unica Technology262012 CPG,5/7/2010,7/27/2010,Marketing,36.6,6632
660,BHS Technology2013 CPG,5/8/2010,5/8/2010,Technology,36.6,1500
661,"VeriSign Technology17th,2012 CPG",5/8/2010,5/27/2010,Technology,36.6,3290
662,"Tippit Technology1,2012 CPG",5/8/2010,6/10/2010,Marketing,36.6,2684
663,BHS Technology12th CPG,5/8/2010,4/28/2011,Technology,92.2,1314
664,"Life Technology10th,2012 CPG",5/8/2010,5/8/2011,Technology,65.2,1915
665,"Sun Technology1,2012 CPG",5/8/2010,5/8/2011,Technology,65.2,9116
666,Sun Technology CPG,5/9/2010,5/12/2010,Technology,36.6,8070
667,"Mentor Technology, CPG",5/9/2010,7/26/2010,Technology,36.6,16121
668,Business Technology CPG,5/9/2010,7/26/2010,Technology,36.6,1527
669,Business Technology CPG,5/9/2010,7/26/2010,Technology,36.6,1739
670,ATG Technology CPG,5/9/2010,5/9/2011,Marketing,91.9,5891
671,Tippit Technology CPG,5/10/2010,5/9/2011,Marketing,65.2,499
672,Tippit Technology CPG,5/10/2010,5/9/2011,Technology,65.2,2838
673,Tippit Technology CPG,5/10/2010,5/9/2011,Technology,65.2,191
674,Tippit Technology CPG,5/10/2010,5/9/2011,Technology,65.2,2254
675,Sun TechnologiesWhitePapers CPG,5/13/2010,8/15/2010,Technology,36.6,10319
676,Genesys TechnologiesManufacturingQ42011 CPG,5/14/2010,5/27/2010,Technology,36.6,3017
677,Novell TechnologiesRetailQ42011 CPG,5/14/2010,6/25/2010,Technology,36.6,16233
678,Progress TechnologiesWebcast-41831 CPG,5/14/2010,7/26/2010,Technology,36.6,2218
679,Novell Technologies_032610 CPG,5/15/2010,6/25/2010,Technology,36.6,9916
680,BPM Technologies1 CPG,5/15/2010,5/15/2011,Technology,21.5,2365
